"Provisional weekly death counts, by age group and sex c 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15"
"Frequency: Weekly"
"Table: 13-10-0768-01"
"Release date: 2023-05-11"
"Geography: Canada, Province or territory"
""
""

,"Age at time of death","Age at time of death, all ages 18",,
,"Sex","Both sexes 19","Males","Females"
,"Characteristics 17","Number of deaths","Number of deaths","Number of deaths"
"Geography, place of occurrence 16","Reference period"
,,"Number",,
,"June 4, 2016","145","80","65"
,"June 11, 2016","185","95","90"
,"June 18, 2016","150","80","70"
,"June 25, 2016","155","85","70"
,"July 2, 2016","170","85","85"
,"July 9, 2016","190","105","85"
,"July 16, 2016","140","65","75"
,"July 23, 2016","140","80","60"
,"July 30, 2016","165","90","75"
,"August 6, 2016","165","80","85"
,"August 13, 2016","170","100","70"
,"August 20, 2016","180","100","80"
,"August 27, 2016","185","90","95"
,"September 3, 2016","190","90","100"
,"September 10, 2016","160","75","85"
,"September 17, 2016","200","105","95"
,"September 24, 2016","180","95","85"
,"October 1, 2016","170","75","95"
,"October 8, 2016","195","85","110"
,"October 15, 2016","180","100","80"
,"October 22, 2016","150","75","75"
,"October 29, 2016","170","85","85"
,"November 5, 2016","190","95","95"
,"November 12, 2016","165","65","100"
,"November 19, 2016","175","80","95"
,"November 26, 2016","185","105","80"
,"December 3, 2016","180","95","85"
,"December 10, 2016","210","110","100"
,"December 17, 2016","180","90","90"
,"December 24, 2016","235","105","130"
,"December 31, 2016","225","120","105"
,"January 7, 2017","215","100","115"
,"January 14, 2017","255","130","125"
,"January 21, 2017","210","105","110"
,"January 28, 2017","195","100","95"
,"February 4, 2017","180","95","85"
,"February 11, 2017","215","115","100"
,"February 18, 2017","200","100","95"
,"February 25, 2017","205","105","100"
,"March 4, 2017","185","100","85"
,"March 11, 2017","185","95","90"
,"March 18, 2017","205","105","100"
,"March 25, 2017","200","105","95"
,"April 1, 2017","200","105","95"
,"April 8, 2017","180","90","90"
,"April 15, 2017","180","85","90"
,"April 22, 2017","165","85","75"
,"April 29, 2017","175","95","85"
,"May 6, 2017","170","90","80"
,"May 13, 2017","150","75","85"
,"May 20, 2017","165","95","70"
,"May 27, 2017","145","70","75"
,"June 3, 2017","200","95","105"
,"June 10, 2017","185","100","85"
,"June 17, 2017","150","80","70"
,"June 24, 2017","170","90","80"
,"July 1, 2017","180","90","85"
,"July 8, 2017","165","80","85"
,"July 15, 2017","160","80","75"
,"July 22, 2017","130","85","50"
,"July 29, 2017","170","80","90"
,"August 5, 2017","180","100","80"
,"August 12, 2017","175","95","80"
,"August 19, 2017","155","85","70"
,"August 26, 2017","200","105","95"
,"September 2, 2017","160","80","75"
,"September 9, 2017","165","70","90"
,"September 16, 2017","170","95","75"
,"September 23, 2017","170","80","85"
,"September 30, 2017","205","105","95"
,"October 7, 2017","180","100","80"
,"October 14, 2017","180","95","85"
,"October 21, 2017","200","110","90"
,"October 28, 2017","180","100","80"
,"November 4, 2017","195","95","95"
,"November 11, 2017","185","100","85"
,"November 18, 2017","175","85","85"
,"November 25, 2017","175","95","80"
,"December 2, 2017","180","100","80"
,"December 9, 2017","195","110","90"
,"December 16, 2017","185","95","95"
,"December 23, 2017","180","90","90"
,"December 30, 2017","200","100","100"
,"January 6, 2018","235","125","115"
,"January 13, 2018","225","120","105"
,"January 20, 2018","205","95","110"
,"January 27, 2018","205","95","110"
,"February 3, 2018","195","90","105"
,"February 10, 2018","200","100","95"
,"February 17, 2018","200","105","95"
,"February 24, 2018","195","95","100"
,"March 3, 2018","185","85","95"
,"March 10, 2018","205","100","105"
,"March 17, 2018","175","100","75"
,"March 24, 2018","210","95","110"
,"March 31, 2018","195","105","90"
,"April 7, 2018","200","115","85"
,"April 14, 2018","200","105","95"
,"April 21, 2018","160","80","80"
,"April 28, 2018","165","95","75"
,"May 5, 2018","190","100","85"
,"May 12, 2018","190","95","90"
,"May 19, 2018","170","105","65"
,"May 26, 2018","180","85","95"
,"June 2, 2018","145","75","65"
,"June 9, 2018","170","85","80"
,"June 16, 2018","165","85","85"
,"June 23, 2018","200","110","90"
,"June 30, 2018","170","85","80"
,"July 7, 2018","180","95","85"
,"July 14, 2018","155","85","70"
,"July 21, 2018","150","85","70"
,"July 28, 2018","160","80","80"
,"August 4, 2018","180","85","90"
,"August 11, 2018","175","105","60"
,"August 18, 2018","180","90","95"
,"August 25, 2018","175","75","100"
,"September 1, 2018","185","90","95"
,"September 8, 2018","205","115","90"
,"September 15, 2018","185","95","90"
,"September 22, 2018","180","95","90"
,"September 29, 2018","190","90","100"
,"October 6, 2018","190","90","100"
,"October 13, 2018","190","95","95"
,"October 20, 2018","200","100","95"
,"October 27, 2018","180","95","85"
,"November 3, 2018","190","90","95"
,"November 10, 2018","180","100","80"
,"November 17, 2018","205","95","110"
,"November 24, 2018","190","95","95"
,"December 1, 2018","185","90","95"
,"December 8, 2018","190","100","95"
,"December 15, 2018","190","95","95"
,"December 22, 2018","170","95","75"
,"December 29, 2018","220","110","105"
,"January 5, 2019","220","105","105"
,"January 12, 2019","195","100","95"
,"January 19, 2019","195","110","85"
,"January 26, 2019","190","105","90"
,"February 2, 2019","200","110","90"
,"February 9, 2019","190","100","85"
,"February 16, 2019","185","110","75"
,"February 23, 2019","195","100","95"
,"March 2, 2019","190","95","90"
,"March 9, 2019","200","95","110"
,"March 16, 2019","180","90","90"
,"March 23, 2019","160","70","85"
,"March 30, 2019","195","85","110"
,"April 6, 2019","170","90","80"
,"April 13, 2019","170","90","80"
,"April 20, 2019","175","95","80"
,"April 27, 2019","165","80","85"
,"May 4, 2019","175","90","85"
,"May 11, 2019","180","90","95"
,"May 18, 2019","145","75","70"
,"May 25, 2019","185","90","90"
,"June 1, 2019","170","90","85"
,"June 8, 2019","190","100","85"
,"June 15, 2019","200","100","105"
,"June 22, 2019","165","95","75"
,"June 29, 2019","165","90","80"
,"July 6, 2019","180","95","85"
,"July 13, 2019","185","105","85"
,"July 20, 2019","180","90","85"
,"July 27, 2019","180","85","95"
,"August 3, 2019","185","90","95"
,"August 10, 2019","170","95","75"
,"August 17, 2019","175","80","100"
,"August 24, 2019","195","105","90"
,"August 31, 2019","165","85","85"
,"September 7, 2019","160","75","80"
,"September 14, 2019","170","85","85"
,"September 21, 2019","175","100","75"
,"September 28, 2019","185","90","95"
,"October 5, 2019","190","110","80"
,"October 12, 2019","170","95","75"
,"October 19, 2019","185","100","85"
,"October 26, 2019","195","110","80"
,"November 2, 2019","180","80","100"
,"November 9, 2019","185","105","80"
,"November 16, 2019","185","100","85"
,"November 23, 2019","165","85","85"
,"November 30, 2019","180","95","90"
,"December 7, 2019","215","115","100"
,"December 14, 2019","200","110","90"
,"December 21, 2019","185","85","95"
,"December 28, 2019","210","105","100"
,"January 4, 2020","215","115","105"
,"January 11, 2020","225","115","110"
,"January 18, 2020","220","115","110"
,"January 25, 2020","195","110","90"
,"February 1, 2020","185","95","90"
,"February 8, 2020","175","90","85"
,"February 15, 2020","155","75","85"
,"February 22, 2020","185","100","90"
,"February 29, 2020","190","100","95"
,"March 7, 2020","220","100","115"
,"March 14, 2020","185","110","80"
,"March 21, 2020","180","85","95"
,"March 28, 2020","205","105","100"
,"April 4, 2020","195","110","85"
,"April 11, 2020","190","80","105"
,"April 18, 2020","185","95","90"
,"April 25, 2020","185","100","85"
,"May 2, 2020","205","100","105"
,"May 9, 2020","185","110","80"
,"May 16, 2020","140","75","65"
,"May 23, 2020","175","95","80"
,"May 30, 2020","180","100","80"
,"June 6, 2020","185","100","85"
,"June 13, 2020","170","105","60"
,"June 20, 2020","200","105","100"
,"June 27, 2020","205","110","95"
,"July 4, 2020","190","110","75"
,"July 11, 2020","190","105","90"
,"July 18, 2020","205","100","105"
,"July 25, 2020","155","90","75"
,"August 1, 2020","185","100","90"
,"August 8, 2020","205","105","100"
,"August 15, 2020","195","105","85"
,"August 22, 2020","170","90","85"
,"August 29, 2020","200","115","85"
,"September 5, 2020","170","100","80"
,"September 12, 2020","215","110","105"
,"September 19, 2020","175","95","80"
,"September 26, 2020","205","100","105"
,"October 3, 2020","185","95","95"
,"October 10, 2020","195","115","85"
,"October 17, 2020","205","95","105"
,"October 24, 2020","210","105","105"
,"October 31, 2020","205","105","105"
,"November 7, 2020","210","115","95"
,"November 14, 2020","210","115","95"
,"November 21, 2020","215","125","85"
,"November 28, 2020","190","105","80"
,"December 5, 2020","230","105","120"
,"December 12, 2020","225","105","120"
,"December 19, 2020","230","125","105"
,"December 26, 2020","255","120","135"
,"January 2, 2021","205","110","90"
,"January 9, 2021","245","125","125"
,"January 16, 2021","250","120","125"
,"January 23, 2021","255","140","115"
,"January 30, 2021","250","115","135"
,"February 6, 2021","260","135","125"
,"February 13, 2021","205","105","105"
,"February 20, 2021","215","105","105"
,"February 27, 2021","215","125","95"
,"March 6, 2021","225","125","105"
,"March 13, 2021","195","110","90"
,"March 20, 2021","215","120","90"
,"March 27, 2021","180","90","90"
,"April 3, 2021","195","105","90"
,"April 10, 2021","175","95","80"
,"April 17, 2021","180","85","95"
,"April 24, 2021","195","95","105"
,"May 1, 2021","230","125","100"
,"May 8, 2021","200","110","95"
,"May 15, 2021","205","100","110"
,"May 22, 2021","200","110","85"
,"May 29, 2021","200","110","85"
,"June 5, 2021","195","105","90"
,"June 12, 2021","200","100","100"
,"June 19, 2021","200","115","85"
,"June 26, 2021","180","80","100"
,"July 3, 2021","170","90","80"
,"July 10, 2021","205","120","90"
,"July 17, 2021","185","85","100"
,"July 24, 2021","175","85","95"
,"July 31, 2021","170","90","80"
,"August 7, 2021","210","95","110"
,"August 14, 2021","205","110","95"
,"August 21, 2021","215","115","100"
,"August 28, 2021","220","105","110"
,"September 4, 2021","200","110","95"
,"September 11, 2021","210","115","95"
,"September 18, 2021","220","115","105"
,"September 25, 2021","255","135","120"
,"October 2, 2021","255","140","120"
,"October 9, 2021","245","135","115"
,"October 16, 2021","235","120","115"
,"October 23, 2021","250","130","120"
,"October 30, 2021","210","115","90"
,"November 6, 2021","230","110","120"
,"November 13, 2021","200","100","95"
,"November 20, 2021","210","120","90"
,"November 27, 2021","215","110","105"
,"December 4, 2021","205","120","85"
,"December 11, 2021","205","100","105"
,"December 18, 2021","200","105","95"
,"December 25, 2021","225","130","100"
,"January 1, 2022","225","105","120"
,"January 8, 2022","225","115","110"
,"January 15, 2022","240","130","110"
,"January 22, 2022","220","130","90"
,"January 29, 2022","250","130","115"
,"February 5, 2022","235","110","120"
,"February 12, 2022","260","130","125"
,"February 19, 2022","245","120","120"
,"February 26, 2022","250","135","125"
,"March 5, 2022","220","110","110"
,"March 12, 2022","235","130","105"
,"March 19, 2022","235","125","110"
,"March 26, 2022","200","100","100"
,"April 2, 2022","210","110","95"
,"April 9, 2022","230","110","125"
,"April 16, 2022","170","90","75"
,"April 23, 2022","210","105","105"
,"April 30, 2022","200","105","100"
,"May 7, 2022","235","115","115"
,"May 14, 2022","220","110","110"
,"May 21, 2022","200","100","95"
,"May 28, 2022","220","115","105"
,"June 4, 2022","220","125","95"
,"June 11, 2022","200","110","95"
,"June 18, 2022","175","80","95"
,"June 25, 2022","180","80","95"
,"July 2, 2022","175","110","70"
,"July 9, 2022","195","110","90"
,"July 16, 2022","190","100","80"
,"July 23, 2022","215","110","100"
,"July 30, 2022","215","120","95"
,"August 6, 2022","220","115","100"
,"August 13, 2022","210","130","80"
,"August 20, 2022","210","105","100"
,"August 27, 2022","215","100","120"
,"September 3, 2022","195","100","95"
,"September 10, 2022","205","115","90"
,"September 17, 2022","205","105","100"
,"September 24, 2022","215","115","100"
,"October 1, 2022","215","110","105"
,"October 8, 2022","235","135","100"
,"October 15, 2022","215","95","120"
,"October 22, 2022","240","100","145"
,"October 29, 2022","225","135","85"
,"November 5, 2022","220","115","105"
,"November 12, 2022","225","130","95"
,"November 19, 2022","245","130","120"
,"November 26, 2022","245","125","120"
,"December 3, 2022","240","125","120"
,"December 10, 2022","265","135","130"
,"December 17, 2022","225","120","110"
,"December 24, 2022","235","125","110"
,"December 31, 2022","280","145","135"
"Alberta, place of occurrence","January 9, 2010","405","220","185"
,"January 16, 2010","390","190","200"
,"January 23, 2010","415","205","210"
,"January 30, 2010","405","225","180"
,"February 6, 2010","405","215","190"
,"February 13, 2010","415","215","200"
,"February 20, 2010","420","220","200"
,"February 27, 2010","395","220","175"
,"March 6, 2010","390","205","185"
,"March 13, 2010","435","225","210"
,"March 20, 2010","370","170","200"
,"March 27, 2010","415","205","210"
,"April 3, 2010","415","235","180"
,"April 10, 2010","390","200","190"
,"April 17, 2010","375","195","180"
,"April 24, 2010","435","220","215"
,"May 1, 2010","395","195","200"
,"May 8, 2010","340","160","180"
,"May 15, 2010","415","210","205"
,"May 22, 2010","380","215","165"
,"May 29, 2010","345","180","165"
,"June 5, 2010","375","205","170"
,"June 12, 2010","420","240","180"
,"June 19, 2010","405","210","195"
,"June 26, 2010","365","190","175"
,"July 3, 2010","390","225","165"
,"July 10, 2010","385","205","180"
,"July 17, 2010","380","210","170"
,"July 24, 2010","395","200","195"
,"July 31, 2010","380","200","180"
,"August 7, 2010","370","180","190"
,"August 14, 2010","380","205","175"
,"August 21, 2010","405","215","190"
,"August 28, 2010","380","215","165"
,"September 4, 2010","385","215","170"
,"September 11, 2010","395","205","190"
,"September 18, 2010","365","195","170"
,"September 25, 2010","425","225","200"
,"October 2, 2010","405","195","210"
,"October 9, 2010","420","220","200"
,"October 16, 2010","390","210","180"
,"October 23, 2010","420","235","185"
,"October 30, 2010","350","195","155"
,"November 6, 2010","410","205","205"
,"November 13, 2010","420","225","195"
,"November 20, 2010","435","240","195"
,"November 27, 2010","430","240","190"
,"December 4, 2010","440","225","215"
,"December 11, 2010","405","210","195"
,"December 18, 2010","425","225","200"
,"December 25, 2010","430","220","210"
,"January 1, 2011","435","200","235"
,"January 8, 2011","480","245","235"
,"January 15, 2011","460","230","230"
,"January 22, 2011","450","235","215"
,"January 29, 2011","435","220","215"
,"February 5, 2011","430","225","205"
,"February 12, 2011","430","230","200"
,"February 19, 2011","450","215","235"
,"February 26, 2011","435","220","215"
,"March 5, 2011","425","210","215"
,"March 12, 2011","415","215","200"
,"March 19, 2011","410","215","195"
,"March 26, 2011","400","205","195"
,"April 2, 2011","445","225","220"
,"April 9, 2011","415","220","195"
,"April 16, 2011","380","210","170"
,"April 23, 2011","415","225","190"
,"April 30, 2011","390","210","180"
,"May 7, 2011","410","220","190"
,"May 14, 2011","395","195","200"
,"May 21, 2011","450","220","230"
,"May 28, 2011","385","200","185"
,"June 4, 2011","405","210","195"
,"June 11, 2011","390","200","190"
,"June 18, 2011","370","200","170"
,"June 25, 2011","410","225","185"
,"July 2, 2011","360","200","160"
,"July 9, 2011","375","175","200"
,"July 16, 2011","380","210","170"
,"July 23, 2011","405","220","185"
,"July 30, 2011","380","210","170"
,"August 6, 2011","380","190","190"
,"August 13, 2011","405","205","200"
,"August 20, 2011","340","190","150"
,"August 27, 2011","405","205","200"
,"September 3, 2011","365","195","170"
,"September 10, 2011","395","205","190"
,"September 17, 2011","380","200","180"
,"September 24, 2011","420","200","220"
,"October 1, 2011","445","240","205"
,"October 8, 2011","410","210","200"
,"October 15, 2011","410","210","200"
,"October 22, 2011","365","190","175"
,"October 29, 2011","395","210","185"
,"November 5, 2011","405","220","185"
,"November 12, 2011","385","195","190"
,"November 19, 2011","420","220","200"
,"November 26, 2011","420","220","200"
,"December 3, 2011","445","240","205"
,"December 10, 2011","375","205","170"
